temperature,a,error
60,6.58558578945,0.0001056587559857
61,6.585349151656667,0.0001278997698026
62,6.584779633773333,0.0001302249941321
63,6.5853845635,7.114503434843844e-05
64,6.58619350101,0.0001354353691741
65,6.5844283926300005,0.0001157532415253
66,6.586710312856667,0.0001448002718291
67,6.585250782390001,0.0001258903410571
68,6.585015429046667,0.0001128376321279
69,6.58504210445,0.0001701872045495
70,6.585888478909999,9.224417390808404e-05
71,6.587479328836666,0.0001480212917168
72,6.58563270268,0.0001205097709077
73,6.586365390290001,0.0001556966648469
74,6.588333039033333,0.0001287565137376
75,6.586532579366667,0.000151288204911
76,6.586592364616666,0.0001098247292676
77,6.58780112181,0.0001641795260318
78,6.586063654040001,0.0001270889936656
79,6.58481303639,0.0001760062258046
80,6.589012776956667,0.0001315162846944
81,6.586062630923333,0.0001994924818581
82,6.587991558253333,0.0001860819082091
83,6.585671278923334,0.000126719988604
84,6.587356419053334,0.0002041406017825
85,6.587865588410001,0.0002126614816557
86,6.587769033060001,0.0002171000365981
87,6.58712487196,0.0002204961872436
88,6.587752381113335,0.0002464998557042
89,6.587785141826667,0.0003060593313047
90,6.588218254603334,0.0003010322279799
91,6.5874962400633335,0.0002636170460678
92,6.589359963626666,0.0001946943959183
93,6.589431130413334,0.0003648991534018
94,6.590211116810001,0.0002055508116542
95,6.586779318256666,0.0003191768427064
96,6.58824963444,0.0002570812511307
97,6.587365019209999,0.0002585244504454
98,6.588545959109999,0.0002202137232813
99,6.588732917173334,0.0001837777016608
100,6.588884470726667,0.0002889649880821
101,6.591653819306666,0.0002244571323239
102,6.590167714996667,0.0002300238508332
103,6.5895196542233325,0.0002272303697982
104,6.59107047519,0.000297599640146
105,6.58921774646,0.000282902488018
106,6.588693888943333,0.0002414830956649
107,6.589859435646667,0.0003105077760755
108,6.590455067106666,0.0001419309869936
109,6.589764985066666,0.000235929828801
110,6.58809044671,0.000194230389072
111,6.59055243052,0.0001899239042937
112,6.5913557400433325,0.0001438461035399
113,6.589592758999999,0.0002703724287303
114,6.59162838733,0.0003412105701128
115,6.590066985769998,0.0002242596027977
116,6.591981405256666,0.000176621086746
117,6.591616366833334,0.000222026740428
118,6.590009355153333,0.0002038295780699
119,6.588825758093334,0.0001304342688975
120,6.590696129386666,0.0002051225651043
121,6.590849402236667,0.000139906087854
122,6.590481468013333,0.0001582919001822
123,6.591203382573333,0.0002365985402644
124,6.59009496116,0.0002476687598403
125,6.590634350923333,0.0002740502246169
126,6.592290537196665,0.0001625289868301
127,6.59116814954,0.0001822898301648
128,6.5897056451900005,0.0001223443624548
129,6.591054858803334,0.0001592149205939
130,6.59244474724,0.0002264513273892
131,6.590340552623333,0.0002172696841688
132,6.590419918863334,0.0002153223147884
133,6.59160745354,0.000187620822921
134,6.592342043253333,0.0001563614318329
135,6.5929963703266665,0.0001743453955202
136,6.5905176105433325,0.0001789094736558
137,6.588908011090001,0.000211801892389
138,6.592162676176667,0.0001478127982109
139,6.592310477653333,0.0001764255065158
140,6.590808992453333,0.0001928963515658
141,6.589713535149999,0.0002194908101288
142,6.591336251203334,0.0001757154058385
143,6.592414514679999,0.0001594626818313
144,6.594103049229999,0.0001875637640875
145,6.593384080236667,0.0002331001731467
146,6.59283475469,0.0002040274414069
147,6.593469362476666,0.0001736332479787
148,6.595069285696668,0.0001910881795743
149,6.593346973393333,0.0001820098643135
150,6.5935297125400005,0.0001342550585069
151,6.591060803196667,0.0001993926568801
152,6.595221467699999,0.0001457389989268
153,6.5906984460333335,0.0001300638013535
154,6.594921914226666,0.0002126673151894
155,6.59278225432,0.0001652838837579
156,6.59238509979,0.0002275165917016
157,6.592752619753334,0.0001273581126261
158,6.595498086133333,0.0001686761992273
159,6.591737134456666,0.0001974111343284
160,6.59334134676,0.0002497063124427
161,6.591795659553333,0.0002622844808852
162,6.593359472916667,0.0002464979153932
163,6.594014282023332,0.0002200939970253
164,6.594091290526667,0.0001471490889831
165,6.594605020386667,0.0002105485420827
166,6.59228006219,0.0001609929519202
167,6.593341072083334,0.0002690490720684
168,6.592529282706667,0.0002526547249091
169,6.5916025699533325,0.0002476560493434
170,6.59392017006,0.0001827400386741
171,6.595321713003334,0.0002840088783774
172,6.595567991339999,0.0002579171809494
173,6.593181948010001,0.0001984139601331
174,6.5952970991366655,0.0001779514043589
175,6.5937292968,0.000264318311534
176,6.594800210823333,0.0002260929035059
177,6.596168267113333,0.0002712299131227
178,6.592470318433333,0.0001531859450608
179,6.592502412223332,0.0001550468452695
180,6.595814969829999,0.0001650861913489
181,6.589174143193333,0.0001357286549856
182,6.592367716700001,0.0002565417631947
183,6.59317038957,0.000275161748655
184,6.594453023510001,0.0002031621893555
185,6.595307328213333,0.0002642021975237
186,6.595679771896667,0.0002273695145885
187,6.59074150819,0.0002888422224878
188,6.5934978330966665,0.0002947368795071
189,6.596513950936666,0.0002869481963614
190,6.5952400929733335,0.0002721675163223
191,6.596274125186667,0.0002844753588341
192,6.599137082366667,0.0002196174534541
193,6.596777081586667,0.0002854747149502
194,6.59831667122,0.000260479714425
195,6.598051849729999,0.000296723407685
196,6.594766093863332,0.0002772856465411
197,6.596595342263333,0.0002477856873031
198,6.59627787412,0.0002934979147019
199,6.595544485976666,0.0002642070652342
200,6.597734703826666,0.0002702963008205
201,6.595459491173333,0.0002646222735698
202,6.596726228193333,0.0002918147830047
203,6.596436297616667,0.0002981450086087
204,6.598635393763334,0.0002946145199945
205,6.59753643109,0.0002819463808469
206,6.599417965420001,0.0002746385033998
207,6.59874882318,0.0001980624917924
208,6.5968622764,0.0001923843760642
209,6.594797370203335,0.000169833220798
210,6.598184292136668,0.0002256131502862
211,6.59575297303,0.0002954478759478
212,6.59289664279,0.0003128281651049
213,6.597207917606665,0.0003125928334623
214,6.599915375753333,0.0003134078279445
215,6.595680360893333,0.0002500045544025
216,6.59840735588,0.0003061818955077
217,6.59919181759,0.0002439080247611
218,6.595406193870001,0.0001806481746595
219,6.597998233603333,0.0003151013697961
220,6.6001004805033325,0.0003260563781542
221,6.59440153153,0.0003261231911617
222,6.598952444006667,0.0002885211819499
223,6.600433778649999,0.0003004048654408
224,6.5984415347333325,0.0002944540447804
225,6.594711368056666,0.0002557807672224
226,6.597643678123333,0.0003135285284716
227,6.597365155096666,0.00031224263994
228,6.600212585066666,0.000346350586204
229,6.597275792743334,0.0003174069504674
230,6.59444248509,0.0003247640874412
231,6.597756734266666,0.0003096645864221
232,6.601967934279999,0.0003111518720086
233,6.59999339852,0.0003410570088031
234,6.599831623709999,0.0003522346348079
235,6.594969160923334,0.0003623911909776
236,6.601303815246667,0.000351951659953
237,6.599516738319999,0.0003336867527277
238,6.5966699460100005,0.0003615172570688
239,6.598617747963333,0.0003532088096993
240,6.59978114415,0.0003069622401276
241,6.59787922179,0.0002960818424167
242,6.599866165613333,0.0003356575662966
243,6.59984732883,0.0003540873865536
244,6.598884399406666,0.0003431663614162
245,6.6005279692666665,0.0003358469046729
246,6.600159509403333,0.0003574023622149
247,6.59960033839,0.0003449797259289
248,6.596041668053334,0.0003422629005252
249,6.5998484138833335,0.0003194676775668
250,6.595274883956667,0.0003653256462459
251,6.59653216804,0.0003538597903579
252,6.599526248423334,0.0003520732581003
253,6.597419189500001,0.0003660956713851
254,6.599086557089999,0.0003195108691639
255,6.600657801933334,0.0002536949160497
256,6.601479419573334,0.0003671327710366
257,6.59913672356,0.0003248705459693
258,6.60003014398,0.0003581214158803
259,6.5955752845266655,0.0003713505451918
260,6.59830465273,0.0003812179114806
261,6.600714720499999,0.0003563974659647
262,6.601303750813333,0.0003291031697317
263,6.596736890663333,0.0004676672966571
264,6.600270357596667,0.0003377679988416
265,6.594744783296666,0.0003431624584752
266,6.601887289143333,0.0003342951565915
267,6.601835210063332,0.0003842278797075
268,6.602975143586667,0.0003755374270212
269,6.5956230430766665,0.0003520716832673
270,6.599095976353333,0.0003774827254499
271,6.602832898963333,0.0003679015509688
272,6.603345699443334,0.0003606267163687
273,6.5966418028366665,0.0003678770203701
274,6.601922244446667,0.0003982987671835
275,6.594307202443334,0.0003760774216845
276,6.60226938218,0.0003292875887592
277,6.600618185346667,0.0003835004321693
278,6.6012425744500005,0.0003673629630007
279,6.602008039766666,0.0003670906321931
280,6.6009410526300005,0.0003677739802464
281,6.602329505140001,0.0003925760052354
282,6.599786005363334,0.0003811200563823
283,6.597141658673333,0.0003920887988402
284,6.603663696566667,0.0003963819794631
285,6.601525643903333,0.0003747555775253
286,6.603112750389999,0.000407592615316
287,6.605133912193334,0.0003995375418613
288,6.60446901438,0.0004140200924671
289,6.600838288053333,0.0004101909092288
290,6.603492463773333,0.0003772838654354
291,6.5969985308600005,0.0003997025103949
292,6.598569317636668,0.0003937937316832
293,6.5953259252533325,0.0004240122404136
294,6.592256982583334,0.000380503353113
295,6.583517999616666,0.0003828174305147
296,6.600633827016667,0.0003635204851433
297,6.600057597020001,0.0003994587772771
298,6.600150650929999,0.0003852057380714
299,6.604216227083333,0.000375070374152
300,6.600461295483333,0.0004164678263332
