temperature,B
134,63.99083512883267
135,54.08245816900521
136,56.74134309476848
137,35.437521731127255
138,76.60711829085628
139,52.17114261295285
140,43.7280529782301
141,40.25260332655146
142,61.43640768184687
143,66.47150346861388
144,50.86726568287162
145,35.85209169245874
146,47.236894286240016
147,65.99910598603637
148,49.49566346773423
149,59.42970549521311
150,107.24595470504443
151,50.425484718925325
152,87.96440390890952
153,108.33665890075903
154,47.02705065711599
155,69.07639897236382
156,43.10059865991593
157,114.38722195478023
158,75.78986384112343
159,60.975347580609665
160,37.582116904279744
161,36.86172523908249
162,38.16717064459592
163,46.342201406879994
164,100.74528180917102
165,52.29672492520073
166,84.03327346141818
167,34.70203810654093
168,38.58689276624842
169,39.767485999979804
170,68.77520705995713
171,32.004456825761665
172,38.239967370632144
173,60.56743839363698
174,78.78277826497678
175,37.39686408422851
176,50.862406670361935
177,36.16580398613371
178,102.64861432378937
179,104.55749527574437
180,93.23577510311078
181,162.7413814732737
182,41.34784654092041
183,36.7801843943311
184,66.71730464322356
185,40.57297125847889
186,53.45538725736322
187,35.44781465249956
188,33.47777339602565
189,35.83128505743726
190,40.46313857721276
191,37.06667204414137
192,61.53371814802186
193,37.18637756613198
194,43.23921027474788
195,34.91523457568795
196,40.353551724227216
197,49.58113778117942
198,37.022836431743684
199,44.843955336579064
200,42.92737707801185
201,44.710909832144466
202,38.039823226944755
203,36.733859947096185
204,38.204292603349316
205,41.898857496712395
206,44.61987479570929
207,80.01527945287754
208,83.8755438889462
209,113.82299116054841
210,68.3039358427374
211,39.9554762831192
212,36.45493396554016
213,36.1391065052154
214,36.09695840654974
215,54.89878158791621
216,38.125947225064635
217,59.71898300458286
218,100.42299555284261
219,37.04836224853629
220,36.03250506005995
221,35.000104319164926
222,44.84914002531426
223,41.085517020648005
224,42.83148006626646
225,57.286300190337755
226,39.07653080953342
227,39.55395349111071
228,32.56180703116368
229,39.00169111697603
230,36.933357926169315
231,40.77694870141753
232,41.439274730997035
233,35.265425044132954
234,33.02983306139558
235,32.889284568259306
236,34.045035581084605
237,36.87405385125929
238,32.848941005603066
239,33.5561045125247
240,44.909464128261305
241,47.73320238727744
242,37.86611303908452
243,34.5752989813192
244,36.735446196543336
245,37.71515038543389
246,34.67618053408905
247,37.297616952117984
248,38.714816334598474
249,43.786297069569606
250,34.405346989038165
251,35.80738362401844
252,36.850977142379506
253,34.308479818650326
254,44.32788408710572
255,74.6776749994592
256,35.23092335837487
257,43.83453231965212
258,36.098134195814005
259,34.87839850593861
260,33.49377017686629
261,37.90427019930917
262,45.342862631171776
263,26.820005190535213
264,42.29216496971132
265,42.83368754591108
266,43.96447371642127
267,34.008474464613776
268,35.62671370268262
269,41.20970174963499
270,35.586338979187495
271,37.16362854536172
272,39.53280048231769
273,38.44712159587371
274,33.06330944449557
275,39.867913293239354
276,47.457870346201624
277,35.82354215187756
278,39.42195628176574
279,39.43187381521951
280,39.19754575932024
281,34.941784607186754
282,37.237136621228956
283,35.76420517913224
284,35.32907536149625
285,39.130907400069816
286,33.38482863935829
287,35.01707916739897
288,33.11074479771049
289,33.41112421332283
290,39.65361286424687
291,36.04474817534586
292,39.914695762928005
293,32.343572832432145
294,41.47644322296498
295,42.10251257411269
296,44.442917485335656
297,37.13208398832182
298,40.2033729939949
299,41.4888317096264
300,36.15248093497243
