temperature,S
276,0.022841872262545356
277,0.022843818253093246
278,0.02284636304135002
279,0.022851392470509553
280,0.022855825760674162
281,0.02285989501401712
282,0.022863005045009516
283,0.022863974712514626
284,0.022865436785016537
285,0.02286724293255669
286,0.022870116636195953
287,0.022873401086617055
288,0.022875169625127263
289,0.022876294506167853
290,0.0228778593696046
291,0.022879291978183884
292,0.022880526824681155
293,0.02288179381390456
294,0.022882934523474424
295,0.022884030110636198
296,0.02288491395007855
297,0.022885845886210756
298,0.02288680053677273
299,0.022888067086651892
300,0.022889587813543253
